Division,Line,Station Name,Entrance Type,Vending,Staffing,Entrance Latitude,Entrance Longitude
IRT,Lenox,110th St-Central Park North,Stair,YES,FULL,40.798497,-73.952672
IRT,Lenox,110th St-Central Park North,Stair,NO,NONE,40.799033,-73.952058
IRT,Lenox,116th St,Stair,YES,FULL,40.801945,-73.949943
IRT,Lenox,116th St,Stair,YES,FULL,40.802229,-73.949734
IRT,Lenox,116th St,Stair,YES,NONE,40.801822,-73.949651
IRT,Lenox,116th St,Stair,YES,NONE,40.802111,-73.949437
IRT,Lenox,125th St,Stair,YES,FULL,40.807681,-73.945752
IRT,Lenox,125th St,Stair,YES,FULL,40.807995,-73.945524
IRT,Lenox,125th St,Stair,YES,NONE,40.807548,-73.945463
IRT,Lenox,125th St,Stair,YES,NONE,40.807875,-73.945229
IRT,Lenox,135th St,Stair,YES,FULL,40.814024,-73.941117
IRT,Lenox,135th St,Stair,YES,FULL,40.814316,-73.94091
IRT,Lenox,135th St,Stair,YES,NONE,40.813896,-73.940831
IRT,Lenox,135th St,Stair,YES,NONE,40.814188,-73.940618
IRT,Lenox,145th St,Stair,YES,FULL,40.820343,-73.936508
IRT,Lenox,145th St,Stair,YES,FULL,40.820662,-73.936275
IRT,Lenox,145th St,Stair,NO,NONE,40.820161,-73.936253
IRT,Lenox,145th St,Stair,NO,NONE,40.820602,-73.935933
IRT,Lenox,Harlem-148th St,Door,YES,FULL,40.824069,-73.936981
IRT,Lexington,103rd St,Stair,YES,FULL,40.790279,-73.947856
IRT,Lexington,103rd St,Stair,YES,FULL,40.790193,-73.947649
IRT,Lexington,110th St,Stair,YES,FULL,40.794804,-73.944613
IRT,Lexington,110th St,Stair,YES,FULL,40.794927,-73.944502
IRT,Lexington,110th St,Stair,YES,NONE,40.794682,-73.944319
IRT,Lexington,110th St,Stair,YES,NONE,40.794811,-73.944235
IRT,Lexington,116th St,Stair,YES,FULL,40.798466,-73.941882
IRT,Lexington,116th St,Stair,YES,FULL,40.798852,-73.9416
IRT,Lexington,116th St,Stair,YES,NONE,40.798404,-73.941647
IRT,Lexington,116th St,Stair,YES,NONE,40.798742,-73.941406
IRT,Lexington,125th St,Elevator,YES,FULL,40.804407,-73.937234
IRT,Lexington,125th St,Stair,YES,FULL,40.804251,-73.937658
IRT,Lexington,125th St,Stair,YES,FULL,40.804164,-73.937444
IRT,Lexington,125th St,Stair,YES,FULL,40.804597,-73.9374
IRT,Lexington,125th St,Stair,YES,FULL,40.804517,-73.937186
IRT,Lexington,14th St-Union Square,Easement,YES,FULL,40.734406,-73.989437
IRT,Lexington,14th St-Union Square,Stair,YES,FULL,40.73418,-73.989549
IRT,Lexington,14th St-Union Square,Stair,YES,FULL,40.734222,-73.989674
IRT,Lexington,14th St-Union Square,Easement,YES,NONE,40.735184,-73.989793
IRT,Lexington,14th St-Union Square,Stair,NO,NONE,40.734495,-73.990311
IRT,Lexington,14th St-Union Square,Stair,NO,NONE,40.734444,-73.990184
IRT,Lexington,23rd St,Stair,YES,FULL,40.740008,-73.986233
IRT,Lexington,23rd St,Stair,YES,FULL,40.739984,-73.986343
IRT,Lexington,23rd St,Stair,YES,FULL,40.74018,-73.986006
IRT,Lexington,23rd St,Easement,YES,NONE,40.740419,-73.986452
IRT,Lexington,23rd St,Easement,YES,NONE,40.739501,-73.987134
IRT,Lexington,23rd St,Stair,YES,NONE,40.740097,-73.986601
IRT,Lexington,23rd St,Stair,YES,NONE,40.74018,-73.986617
IRT,Lexington,23rd St,Stair,YES,NONE,40.739674,-73.98704
IRT,Lexington,23rd St,Stair,YES,NONE,40.739477,-73.986562
IRT,Lexington,28th St,Stair,YES,FULL,40.743128,-73.983806
IRT,Lexington,28th St,Stair,YES,FULL,40.743167,-73.983896
IRT,Lexington,28th St,Stair,YES,FULL,40.743304,-73.983857
IRT,Lexington,28th St,Stair,YES,FULL,40.743257,-73.983738
IRT,Lexington,28th St,Easement,YES,NONE,40.743484,-73.98428
IRT,Lexington,28th St,Stair,YES,NONE,40.743394,-73.984409
IRT,Lexington,28th St,Stair,YES,NONE,40.743351,-73.984302
IRT,Lexington,33rd St,Stair,YES,FULL,40.746263,-73.981663
IRT,Lexington,33rd St,Stair,YES,FULL,40.746242,-73.9816
IRT,Lexington,33rd St,Stair,YES,FULL,40.74655,-73.981533
IRT,Lexington,33rd St,Stair,YES,NONE,40.745585,-73.982198
IRT,Lexington,33rd St,Stair,YES,NONE,40.745641,-73.982103
IRT,Lexington,33rd St,Stair,YES,NONE,40.746447,-73.982147
IRT,Lexington,33rd St,Stair,YES,NONE,40.746632,-73.981882
IRT,Lexington,33rd St,Stair,YES,NONE,40.745723,-73.982531
IRT,Lexington,33rd St,Stair,YES,NONE,40.745821,-73.982576
IRT,Lexington,51st St,Stair,YES,FULL,40.757123,-73.972117
IRT,Lexington,51st St,Stair,YES,FULL,40.757293,-73.972108
IRT,Lexington,51st St,Stair,YES,FULL,40.757157,-73.972196
IRT,Lexington,51st St,Stair,YES,FULL,40.757298,-73.971939
IRT,Lexington,51st St,Easement,YES,NONE,40.756686,-73.97251
IRT,Lexington,51st St,Stair,YES,NONE,40.756999,-73.971803
IRT,Lexington,51st St,Stair,YES,NONE,40.757126,-73.971721
IRT,Lexington,51st St,Stair,YES,NONE,40.756964,-73.971712
IRT,Lexington,51st St,Stair,YES,NONE,40.757059,-73.97157
IRT,Lexington,59th St,Stair,YES,FULL,40.762836,-73.96804
IRT,Lexington,59th St,Easement,YES,NONE,40.76266,-73.967625
IRT,Lexington,59th St,Stair,YES,NONE,40.762414,-73.968371
IRT,Lexington,59th St,Stair,YES,NONE,40.762266,-73.968479
IRT,Lexington,59th St,Stair,YES,NONE,40.762835,-73.967554
IRT,Lexington,59th St,Stair,YES,NONE,40.762069,-73.968016
IRT,Lexington,59th St,Stair,NO,NONE,40.762986,-73.96785
IRT,Lexington,68th St-Hunter College,Door,YES,FULL,40.76787,-73.964244
IRT,Lexington,68th St-Hunter College,Stair,YES,FULL,40.767817,-73.964355
IRT,Lexington,68th St-Hunter College,Stair,YES,FULL,40.767703,-73.963979
IRT,Lexington,68th St-Hunter College,Stair,YES,FULL,40.767981,-73.964178
IRT,Lexington,68th St-Hunter College,Stair,YES,FULL,40.767863,-73.963898
IRT,Lexington,77th St,Stair,YES,FULL,40.773669,-73.960135
IRT,Lexington,77th St,Stair,YES,FULL,40.773779,-73.959954
IRT,Lexington,77th St,Stair,YES,FULL,40.773779,-73.960041
IRT,Lexington,77th St,Stair,YES,FULL,40.773636,-73.96006
IRT,Lexington,77th St,Stair,YES,NONE,40.773526,-73.959734
IRT,Lexington,77th St,Stair,YES,NONE,40.773631,-73.959659
IRT,Lexington,77th St,Stair,YES,NONE,40.773493,-73.959659
IRT,Lexington,77th St,Stair,YES,NONE,40.773603,-73.959578
IRT,Lexington,86th St,Stair,YES,FULL,40.779468,-73.955905
IRT,Lexington,86th St,Stair,YES,FULL,40.779718,-73.955719
IRT,Lexington,86th St,Stair,YES,FULL,40.779427,-73.95581
IRT,Lexington,86th St,Stair,YES,FULL,40.77972,-73.955596
IRT,Lexington,86th St,Stair,YES,NONE,40.779661,-73.955302
IRT,Lexington,86th St,Stair,YES,NONE,40.779577,-73.955304
IRT,Lexington,86th St,Stair,YES,NONE,40.779284,-73.955443
IRT,Lexington,86th St,Stair,YES,NONE,40.77933,-73.955545
IRT,Lexington,96th St,Stair,YES,FULL,40.785843,-73.951232
IRT,Lexington,96th St,Stair,YES,FULL,40.78564,-73.95093
IRT,Lexington,96th St,Stair,YES,FULL,40.786055,-73.951057
IRT,Lexington,96th St,Stair,YES,FULL,40.785903,-73.950695
IRT,Lexington,Astor Place,Stair,YES,FULL,40.730084,-73.990838
IRT,Lexington,Astor Place,Stair,YES,NONE,40.729968,-73.99141
IRT,Lexington,Bleecker St,Stair,YES,FULL,40.725726,-73.994579
IRT,Lexington,Bleecker St,Stair,YES,FULL,40.725755,-73.994367
IRT,Lexington,Bleecker St,Stair,YES,FULL,40.725845,-73.99432
IRT,Lexington,Bleecker St,Stair,YES,FULL,40.725137,-73.994938
IRT,Lexington,Bleecker St,Stair,YES,FULL,40.724888,-73.995291
IRT,Lexington,Bleecker St,Stair,YES,NONE,40.725958,-73.994829
IRT,Lexington,Bleecker St,Stair,YES,NONE,40.726047,-73.994759
IRT,Lexington,Borough Hall,Stair,YES,FULL,40.69234,-73.99056
IRT,Lexington,Borough Hall,Stair,YES,FULL,40.692299,-73.990301
IRT,Lexington,Borough Hall,Stair,YES,FULL,40.692548,-73.990099
IRT,Lexington,Borough Hall,Stair,YES,FULL,40.692588,-73.990572
IRT,Lexington,Borough Hall,Stair,YES,NONE,40.692489,-73.991193
IRT,Lexington,Bowling Green,Elevator,YES,FULL,40.704659,-74.01392
IRT,Lexington,Bowling Green,Stair,YES,FULL,40.704629,-74.013502
IRT,Lexington,Bowling Green,Stair,YES,NONE,40.704825,-74.014572
IRT,Lexington,Bowling Green,Stair,YES,NONE,40.704795,-74.014454
IRT,Lexington,Bowling Green,Stair,NO,NONE,40.704157,-74.014509
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,FULL,40.712868,-74.004806
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,FULL,40.712723,-74.004971
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,NONE,40.712333,-74.004387
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,NONE,40.711857,-74.005114
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,NONE,40.711824,-74.005057
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,NONE,40.713721,-74.003734
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,NONE,40.713721,-74.003734
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,NONE,40.713839,-74.003864
IRT,Lexington,Brooklyn Bridge-City Hall,Stair,YES,NONE,40.713899,-74.003642
IRT,Lexington,Canal St,Stair,YES,FULL,40.718155,-74.000317
IRT,Lexington,Canal St,Stair,YES,FULL,40.718197,-74.000388
IRT,Lexington,Canal St,Elevator,YES,NONE,40.718304,-74.000138
IRT,Lexington,Canal St,Stair,YES,NONE,40.718358,-74.000216
IRT,Lexington,Canal St,Elevator,NO,NONE,40.718589,-74.000552
IRT,Lexington,Canal St,Stair,NO,NONE,40.718506,-74.000826
IRT,Lexington,Canal St,Stair,NO,NONE,40.718638,-74.000623
IRT,Lexington,Fulton St,Stair,YES,NONE,40.710166,-74.009424
IRT,Lexington,Fulton St,Stair,YES,NONE,40.710165,-74.009182
IRT,Lexington,Fulton St,Easement,NO,NONE,40.710944,-74.009403
IRT,Lexington,Fulton St,Stair,NO,NONE,40.711026,-74.00919
IRT,Lexington,Fulton St,Stair,NO,NONE,40.711112,-74.009382
IRT,Lexington,Grand Central-42nd St,Easement,YES,NONE,40.751741,-73.977691
IRT,Lexington,Grand Central-42nd St,Easement,YES,NONE,40.751653,-73.977753
IRT,Lexington,Grand Central-42nd St,Easement,YES,NONE,40.751352,-73.976396
IRT,Lexington,Grand Central-42nd St,Stair,YES,NONE,40.751647,-73.977382
IRT,Lexington,Grand Central-42nd St,Easement,NO,NONE,40.751721,-73.977197
IRT,Lexington,Grand Central-42nd St,Easement,YES,PART,40.751801,-73.975294
IRT,Lexington,Grand Central-42nd St,Easement,YES,PART,40.751345,-73.975409
IRT,Lexington,Grand Central-42nd St,Stair,YES,PART,40.751701,-73.976087
IRT,Lexington,Spring St,Stair,YES,FULL,40.722116,-73.996912
IRT,Lexington,Spring St,Stair,YES,FULL,40.722235,-73.996818
IRT,Lexington,Spring St,Stair,YES,NONE,40.722468,-73.997397
IRT,Lexington,Spring St,Stair,YES,NONE,40.72239,-73.997437
IRT,Lexington,Wall St,Stair,YES,FULL,40.70719,-74.011997
IRT,Lexington,Wall St,Stair,YES,FULL,40.707446,-74.011848
IRT,Lexington,Wall St,Stair,YES,FULL,40.707577,-74.011731
IRT,Lexington,Wall St,Stair,YES,NONE,40.708436,-74.011298
IRT,Lexington,Wall St,Stair,YES,NONE,40.707315,-74.012161
IRT,Lexington,Wall St,Stair,YES,NONE,40.707428,-74.012067
IRT,Lexington,Wall St,Stair,YES,NONE,40.707577,-74.011927
IRT,Lexington,Wall St,Stair,NO,NONE,40.707671,-74.011854
IND,Liberty,104th St-Oxford Av,Stair,YES,FULL,40.681994,-73.836742
IND,Liberty,104th St-Oxford Av,Stair,YES,FULL,40.68212,-73.836836
IND,Liberty,111th St-Greenwood Av,Stair,YES,FULL,40.684732,-73.830898
IND,Liberty,111th St-Greenwood Av,Stair,YES,FULL,40.684874,-73.830943
IND,Liberty,111th St-Greenwood Av,Stair,YES,NONE,40.683972,-73.832816
IND,Liberty,111th St-Greenwood Av,Stair,YES,NONE,40.684111,-73.832889
IND,Liberty,80th St-Hudson St,Stair,YES,FULL,40.679371,-73.858024
IND,Liberty,80th St-Hudson St,Stair,YES,FULL,40.679498,-73.858049
IND,Liberty,80th St-Hudson St,Stair,YES,NONE,40.679215,-73.860291
IND,Liberty,80th St-Hudson St,Stair,YES,NONE,40.679361,-73.860284
IND,Liberty,88th St-Boyd Av,Stair,YES,FULL,40.679828,-73.850401
IND,Liberty,88th St-Boyd Av,Stair,YES,FULL,40.679973,-73.850413
IND,Liberty,Grant Av,Door,YES,FULL,40.676735,-73.865491
IND,Liberty,Lefferts Blvd,Stair,YES,FULL,40.686103,-73.824314
IND,Liberty,Lefferts Blvd,Stair,YES,FULL,40.686234,-73.824378
IND,Liberty,Lefferts Blvd,Stair,YES,NONE,40.68572,-73.827092
IND,Liberty,Lefferts Blvd,Stair,YES,NONE,40.685868,-73.827107
IND,Liberty,Rockaway Blvd,Stair,YES,FULL,40.680158,-73.845131
IND,Liberty,Rockaway Blvd,Stair,YES,FULL,40.680305,-73.845159
IND,Liberty,Rockaway Blvd,Stair,YES,NONE,40.680611,-73.842537
IND,Liberty,Rockaway Blvd,Stair,YES,NONE,40.680774,-73.842558
BMT,Myrtle,Central Av,Stair,YES,FULL,40.698033,-73.926371
BMT,Myrtle,Central Av,Stair,YES,FULL,40.697876,-73.926525
BMT,Myrtle,Forest Av,Stair,YES,FULL,40.704729,-73.902243
BMT,Myrtle,Forest Av,Stair,YES,FULL,40.704443,-73.902389
BMT,Myrtle,Fresh Pond Rd,Stair,YES,FULL,40.705955,-73.896232
BMT,Myrtle,Fresh Pond Rd,Stair,YES,FULL,40.706115,-73.895559
BMT,Myrtle,Knickerbocker Av,Stair,YES,FULL,40.698717,-73.918655
BMT,Myrtle,Knickerbocker Av,Stair,YES,FULL,40.698913,-73.918771
BMT,Myrtle,Metropolitan Av,Door,YES,FULL,40.712082,-73.88954
BMT,Myrtle,Seneca Av,Stair,YES,FULL,40.70278,-73.907515
BMT,Myrtle,Seneca Av,Stair,YES,FULL,40.702835,-73.907894
BMT,Nassau,Bowery,Stair,YES,FULL,40.719977,-73.993576
BMT,Nassau,Bowery,Stair,YES,FULL,40.720291,-73.993411
BMT,Nassau,Broad St,Stair,YES,NONE,40.706142,-74.011128
BMT,Nassau,Broad St,Stair,YES,NONE,40.705961,-74.011229
BMT,Nassau,Broad St,Stair,YES,NONE,40.706001,-74.011497
BMT,Nassau,Broad St,Stair,YES,NONE,40.706439,-74.011263
BMT,Nassau,Broad St,Stair,YES,NONE,40.705747,-74.011554
BMT,Nassau,Broad St,Easement,YES,PART,40.708027,-74.009814
BMT,Nassau,Broad St,Stair,YES,PART,40.706911,-74.010494
BMT,Nassau,Broad St,Stair,YES,PART,40.707117,-74.010821
BMT,Nassau,Broad St,Stair,YES,PART,40.706887,-74.010687
BMT,Nassau,Canal St,Stair,YES,NONE,40.717823,-74.000326
BMT,Nassau,Chambers St,Stair,YES,NONE,40.712699,-74.004099
BMT,Nassau,Chambers St,Stair,YES,NONE,40.714199,-74.003187
BMT,Nassau,Essex St,Stair,YES,FULL,40.71841,-73.987181
BMT,Nassau,Essex St,Stair,YES,FULL,40.718551,-73.98765
BMT,Nassau,Fulton St,Easement,YES,NONE,40.710241,-74.008022
BMT,Nassau,Fulton St,Easement,YES,NONE,40.710106,-74.007648
BMT,Nassau,Fulton St,Easement,YES,NONE,40.709376,-74.008375
BMT,Nassau,Fulton St,Stair,YES,NONE,40.710388,-74.007935
BMT,Nassau,Fulton St,Stair,YES,NONE,40.710211,-74.007584
BMT,Nassau,Fulton St,Stair,YES,NONE,40.709507,-74.008295
IRT,New Lots,Junius St,Stair,YES,FULL,40.663426,-73.902636
IRT,New Lots,Junius St,Stair,YES,FULL,40.663361,-73.903063
IRT,New Lots,New Lots Av,Stair,YES,FULL,40.666285,-73.883276
IRT,New Lots,New Lots Av,Stair,YES,FULL,40.666413,-73.883307
IRT,New Lots,Pennsylvania Av,Stair,YES,FULL,40.664869,-73.893779
IRT,New Lots,Pennsylvania Av,Stair,YES,FULL,40.664575,-73.894117
IRT,New Lots,Rockaway Av,Stair,YES,FULL,40.662401,-73.908809
IRT,New Lots,Rockaway Av,Stair,YES,FULL,40.662703,-73.909033
IRT,New Lots,Saratoga Av,Stair,YES,FULL,40.661558,-73.915225
IRT,New Lots,Saratoga Av,Stair,YES,FULL,40.661689,-73.91524
IRT,New Lots,Saratoga Av,Stair,YES,FULL,40.661401,-73.915543
IRT,New Lots,Sutter Av,Stair,YES,FULL,40.664891,-73.922675
IRT,New Lots,Sutter Av,Stair,YES,FULL,40.664887,-73.923109
IRT,New Lots,Sutter Av,Stair,YES,FULL,40.66516,-73.92297
IRT,New Lots,Van Siclen Av,Stair,YES,FULL,40.665431,-73.888386
IRT,New Lots,Van Siclen Av,Stair,YES,FULL,40.66574,-73.888613
IRT,Nostrand,Beverly Rd,Stair,YES,FULL,40.645046,-73.948684
IRT,Nostrand,Beverly Rd,Stair,NO,NONE,40.645016,-73.949213
IRT,Nostrand,Church Av,Elevator,YES,FULL,40.650748,-73.949384
IRT,Nostrand,Church Av,Stair,YES,FULL,40.65064,-73.949429
IRT,Nostrand,Church Av,Stair,YES,FULL,40.65091,-73.949416
IRT,Nostrand,Church Av,Elevator,YES,NONE,40.65064,-73.949677
IRT,Nostrand,Church Av,Elevator,YES,NONE,40.650717,-73.949741
IRT,Nostrand,Church Av,Stair,YES,NONE,40.650894,-73.949819
IRT,Nostrand,Church Av,Stair,YES,NONE,40.650969,-73.949714
IRT,Nostrand,Flatbush Av-Brooklyn College,Elevator,YES,FULL,40.632463,-73.947518
IRT,Nostrand,Flatbush Av-Brooklyn College,Stair,YES,FULL,40.632359,-73.947389
IRT,Nostrand,Flatbush Av-Brooklyn College,Stair,YES,FULL,40.632324,-73.947482
IRT,Nostrand,Flatbush Av-Brooklyn College,Stair,YES,FULL,40.63275,-73.947375
IRT,Nostrand,Flatbush Av-Brooklyn College,Stair,YES,FULL,40.632868,-73.947547
IRT,Nostrand,Flatbush Av-Brooklyn College,Stair,YES,NONE,40.631845,-73.947665
IRT,Nostrand,Flatbush Av-Brooklyn College,Stair,YES,NONE,40.63327,-73.947929
IRT,Nostrand,Flatbush Av-Brooklyn College,Stair,YES,NONE,40.633297,-73.947836
IRT,Nostrand,Newkirk Av,Stair,YES,FULL,40.639924,-73.948161
IRT,Nostrand,Newkirk Av,Stair,YES,NONE,40.639883,-73.948701
IRT,Nostrand,Newkirk Av,Stair,NO,NONE,40.640743,-73.948597
IRT,Nostrand,President St,Stair,YES,FULL,40.668166,-73.950862
IRT,Nostrand,President St,Stair,YES,FULL,40.668145,-73.950458
IRT,Nostrand,Sterling St,Stair,YES,FULL,40.66329,-73.951044
IRT,Nostrand,Sterling St,Stair,YES,FULL,40.663226,-73.95067
IRT,Nostrand,Winthrop St,Stair,YES,FULL,40.657184,-73.949976
IRT,Nostrand,Winthrop St,Stair,NO,NONE,40.656171,-73.950346
IRT,Pelham,138th St-3rd Ave,Stair,YES,FULL,40.810282,-73.925386
IRT,Pelham,138th St-3rd Ave,Stair,YES,FULL,40.810102,-73.925641
IRT,Pelham,138th St-3rd Ave,Stair,YES,FULL,40.810241,-73.925267
IRT,Pelham,138th St-3rd Ave,Stair,YES,FULL,40.810019,-73.925438
IRT,Pelham,138th St-3rd Ave,Stair,NO,NONE,40.810831,-73.926655
IRT,Pelham,138th St-3rd Ave,Stair,NO,NONE,40.810712,-73.92705
IRT,Pelham,138th St-3rd Ave,Stair,NO,NONE,40.810638,-73.926883
IRT,Pelham,Brook Av,Stair,YES,FULL,40.807747,-73.919347
IRT,Pelham,Brook Av,Stair,YES,FULL,40.80758,-73.918957
IRT,Pelham,Brook Av,Stair,YES,NONE,40.807467,-73.919448
IRT,Pelham,Brook Av,Stair,YES,NONE,40.807355,-73.919219
IRT,Pelham,Buhre Av,Stair,YES,FULL,40.846891,-73.832639
IRT,Pelham,Buhre Av,Stair,YES,FULL,40.846795,-73.832405
IRT,Pelham,Buhre Av,Stair,YES,FULL,40.847185,-73.832264
IRT,Pelham,Castle Hill Av,Stair,YES,FULL,40.834093,-73.851857
IRT,Pelham,Castle Hill Av,Stair,YES,FULL,40.834321,-73.85144
IRT,Pelham,Cypress Av,Stair,YES,FULL,40.805234,-73.913391
IRT,Pelham,Cypress Av,Stair,YES,FULL,40.805155,-73.913208
IRT,Pelham,Cypress Av,Stair,YES,NONE,40.805171,-73.913933
IRT,Pelham,Cypress Av,Stair,YES,NONE,40.805047,-73.913524
IRT,Pelham,East 143rd St-St Mary's St,Stair,YES,FULL,40.808179,-73.908065
IRT,Pelham,East 143rd St-St Mary's St,Stair,YES,FULL,40.808322,-73.908002
IRT,Pelham,East 143rd St-St Mary's St,Stair,YES,NONE,40.80803,-73.90772
IRT,Pelham,East 143rd St-St Mary's St,Stair,YES,NONE,40.80834,-73.907618
IRT,Pelham,East 149th St,Stair,YES,FULL,40.812331,-73.904102
IRT,Pelham,East 149th St,Stair,YES,FULL,40.812367,-73.903797
IRT,Pelham,East 149th St,Stair,YES,NONE,40.811887,-73.904145
IRT,Pelham,East 149th St,Stair,YES,NONE,40.812027,-73.903869
IRT,Pelham,Elder Av,Stair,YES,FULL,40.828688,-73.879018
IRT,Pelham,Elder Av,Stair,YES,FULL,40.82846,-73.879362
IRT,Pelham,Hunts Point Av,Stair,YES,FULL,40.820591,-73.890836
IRT,Pelham,Hunts Point Av,Stair,YES,FULL,40.820819,-73.890442
IRT,Pelham,Hunts Point Av,Stair,NO,NONE,40.820614,-73.891519
IRT,Pelham,Longwood Av,Stair,YES,FULL,40.816263,-73.896506
IRT,Pelham,Longwood Av,Stair,YES,FULL,40.81652,-73.896224
IRT,Pelham,Longwood Av,Stair,YES,NONE,40.816137,-73.896133
IRT,Pelham,Longwood Av,Stair,YES,NONE,40.816367,-73.895924
IRT,Pelham,Middletown Rd,Stair,YES,FULL,40.843935,-73.836386
IRT,Pelham,Middletown Rd,Stair,YES,FULL,40.843609,-73.836478
IRT,Pelham,Morrison Av-Soundview Av,Stair,YES,FULL,40.829517,-73.87486
IRT,Pelham,Morrison Av-Soundview Av,Stair,YES,FULL,40.829371,-73.874731
IRT,Pelham,Morrison Av-Soundview Av,Stair,YES,FULL,40.829641,-73.874447
IRT,Pelham,Parkchester-East 177th St,Stair,YES,FULL,40.833225,-73.860888
IRT,Pelham,Pelham Bay Park,Door,YES,FULL,40.852377,-73.825986
IRT,Pelham,Pelham Bay Park,Elevator,YES,FULL,40.852803,-73.827195
IRT,Pelham,Pelham Bay Park,Elevator,YES,FULL,40.853041,-73.826991
IRT,Pelham,Pelham Bay Park,Stair,YES,FULL,40.853012,-73.827172
IRT,Pelham,Pelham Bay Park,Stair,YES,FULL,40.852824,-73.827035
IRT,Pelham,St Lawrence Av,Stair,YES,FULL,40.831765,-73.867078
IRT,Pelham,St Lawrence Av,Stair,YES,FULL,40.831466,-73.86741
IRT,Pelham,Westchester Square-East Tremont Av,Stair,YES,FULL,40.840128,-73.842875
IRT,Pelham,Whitlock Av,Stair,YES,FULL,40.827298,-73.886256
IRT,Pelham,Whitlock Av,Stair,YES,FULL,40.827295,-73.886082
IRT,Pelham,Zerega Av,Stair,YES,FULL,40.836954,-73.846653
IRT,Pelham,Zerega Av,Stair,YES,FULL,40.836613,-73.846726
IND,Queens Boulevard,169th St,Stair,YES,FULL,40.710563,-73.792853
IND,Queens Boulevard,169th St,Stair,YES,FULL,40.710968,-73.792761
IND,Queens Boulevard,169th St,Stair,YES,FULL,40.710495,-73.793022
IND,Queens Boulevard,169th St,Stair,YES,FULL,40.71083,-73.793248
IND,Queens Boulevard,169th St,Stair,YES,NONE,40.709812,-73.794712
IND,Queens Boulevard,169th St,Stair,YES,NONE,40.710154,-73.794922
IND,Queens Boulevard,169th St,Stair,YES,NONE,40.709852,-73.794564
IND,Queens Boulevard,169th St,Stair,YES,NONE,40.710184,-73.79473
IND,Queens Boulevard,23rd St-Ely Av,Easement,YES,FULL,40.747371,-73.944287
IND,Queens Boulevard,23rd St-Ely Av,Stair,YES,FULL,40.747954,-73.94724
IND,Queens Boulevard,23rd St-Ely Av,Stair,YES,FULL,40.748195,-73.947163
IND,Queens Boulevard,23rd St-Ely Av,Stair,YES,NONE,40.747706,-73.944626
IND,Queens Boulevard,36th St,Stair,YES,FULL,40.752232,-73.928775
IND,Queens Boulevard,36th St,Stair,YES,FULL,40.752198,-73.929263
IND,Queens Boulevard,36th St,Stair,YES,NONE,40.751868,-73.930585
IND,Queens Boulevard,36th St,Stair,NO,NONE,40.752238,-73.927662
IND,Queens Boulevard,36th St,Stair,NO,NONE,40.75193,-73.927141
IND,Queens Boulevard,46th St,Stair,YES,FULL,40.756868,-73.914303
IND,Queens Boulevard,46th St,Stair,YES,NONE,40.756029,-73.91218
IND,Queens Boulevard,46th St,Stair,YES,NONE,40.756624,-73.914407
IND,Queens Boulevard,46th St,Stair,YES,NONE,40.755813,-73.912642
IND,Queens Boulevard,5th Av-53rd St,Easement,YES,FULL,40.760422,-73.976146
IND,Queens Boulevard,5th Av-53rd St,Stair,YES,FULL,40.760373,-73.975562
IND,Queens Boulevard,5th Av-53rd St,Stair,YES,FULL,40.760267,-73.975638
IND,Queens Boulevard,5th Av-53rd St,Easement,NO,NONE,40.759721,-73.973858
IND,Queens Boulevard,5th Av-53rd St,Stair,YES,NONE,40.759556,-73.974068
IND,Queens Boulevard,63rd Drive-Rego Park,Stair,YES,FULL,40.729953,-73.862699
IND,Queens Boulevard,63rd Drive-Rego Park,Stair,YES,FULL,40.729265,-73.860814
IND,Queens Boulevard,63rd Drive-Rego Park,Stair,NO,NONE,40.730417,-73.862373
IND,Queens Boulevard,63rd Drive-Rego Park,Stair,NO,NONE,40.730037,-73.861343
IND,Queens Boulevard,63rd Drive-Rego Park,Stair,NO,NONE,40.729574,-73.861751
IND,Queens Boulevard,63rd Drive-Rego Park,Stair,NO,NONE,40.728847,-73.859668
IND,Queens Boulevard,63rd Drive-Rego Park,Stair,NO,NONE,40.729774,-73.860489
IND,Queens Boulevard,65th St,Stair,YES,FULL,40.749145,-73.897495
IND,Queens Boulevard,65th St,Stair,YES,FULL,40.74933,-73.897382
IND,Queens Boulevard,67th Av,Stair,YES,FULL,40.726598,-73.853534
IND,Queens Boulevard,67th Av,Stair,YES,FULL,40.727073,-73.853226
IND,Queens Boulevard,67th Av,Stair,YES,NONE,40.72603,-73.852186
IND,Queens Boulevard,67th Av,Stair,YES,NONE,40.726367,-73.851592
IND,Queens Boulevard,75th Av,Stair,YES,FULL,40.717895,-73.836743
IND,Queens Boulevard,75th Av,Stair,YES,FULL,40.719061,-73.837916
IND,Queens Boulevard,75th Av,Stair,YES,FULL,40.718574,-73.838257
IND,Queens Boulevard,7th Av,Stair,YES,FULL,40.762937,-73.981578
IND,Queens Boulevard,7th Av,Stair,YES,FULL,40.762793,-73.98169
