Division,Line,Station Name,Entrance Type,Vending,Staffing,Entrance Latitude,Entrance Longitude
BMT,4 Avenue,25th St,Stair,YES,FULL,40.660323,-73.997952
BMT,4 Avenue,25th St,Stair,YES,NONE,40.660489,-73.99822
BMT,4 Avenue,36th St,Stair,YES,FULL,40.65449,-74.004499
BMT,4 Avenue,36th St,Stair,YES,FULL,40.654365,-74.004113
BMT,4 Avenue,36th St,Stair,YES,FULL,40.654676,-74.004306
BMT,4 Avenue,45th St,Stair,YES,FULL,40.649389,-74.009333
BMT,4 Avenue,45th St,Stair,YES,FULL,40.649424,-74.009728
BMT,4 Avenue,45th St,Stair,YES,FULL,40.649265,-74.009457
BMT,4 Avenue,45th St,Stair,YES,FULL,40.649546,-74.009602
BMT,4 Avenue,53rd St,Stair,YES,FULL,40.644653,-74.01469
BMT,4 Avenue,53rd St,Stair,YES,FULL,40.644493,-74.014419
BMT,4 Avenue,53rd St,Stair,YES,FULL,40.644756,-74.014586
BMT,4 Avenue,53rd St,Stair,YES,FULL,40.644601,-74.014309
BMT,4 Avenue,53rd St,Stair,NO,NONE,40.645619,-74.013688
BMT,4 Avenue,59th St,Stair,YES,FULL,40.641606,-74.017897
BMT,4 Avenue,59th St,Stair,YES,FULL,40.641435,-74.017561
BMT,4 Avenue,59th St,Stair,YES,FULL,40.641778,-74.017722
BMT,4 Avenue,59th St,Stair,YES,FULL,40.641633,-74.017362
BMT,4 Avenue,59th St,Stair,YES,NONE,40.640682,-74.018857
BMT,4 Avenue,59th St,Stair,YES,NONE,40.640501,-74.018531
BMT,4 Avenue,77th St,Stair,YES,FULL,40.62955,-74.025731
BMT,4 Avenue,77th St,Stair,YES,FULL,40.629503,-74.025452
BMT,4 Avenue,77th St,Stair,NO,NONE,40.630221,-74.025459
BMT,4 Avenue,86th St,Stair,YES,FULL,40.622656,-74.028547
BMT,4 Avenue,86th St,Stair,YES,FULL,40.622583,-74.028315
BMT,4 Avenue,86th St,Stair,YES,NONE,40.623498,-74.028204
BMT,4 Avenue,95th St,Stair,YES,FULL,40.616021,-74.031383
BMT,4 Avenue,95th St,Stair,YES,FULL,40.615893,-74.03086
BMT,4 Avenue,95th St,Stair,YES,FULL,40.616189,-74.031234
BMT,4 Avenue,95th St,Stair,YES,NONE,40.617587,-74.030696
BMT,4 Avenue,95th St,Stair,YES,NONE,40.617363,-74.030404
BMT,4 Avenue,9th St,Stair,YES,FULL,40.670387,-73.98848
BMT,4 Avenue,9th St,Stair,NO,NONE,40.670538,-73.988778
BMT,4 Avenue,Atlantic Av-Barclays Ctr,Elevator,YES,FULL,40.683805,-73.978487
BMT,4 Avenue,Bay Ridge Av,Stair,YES,FULL,40.634827,-74.02358
BMT,4 Avenue,Bay Ridge Av,Stair,YES,FULL,40.634768,-74.023339
BMT,4 Avenue,Bay Ridge Av,Stair,NO,NONE,40.635468,-74.023313
BMT,4 Avenue,DeKalb Av,Elevator,YES,FULL,40.689804,-73.981164
BMT,4 Avenue,DeKalb Av,Stair,YES,FULL,40.68981,-73.981651
BMT,4 Avenue,DeKalb Av,Stair,YES,FULL,40.689817,-73.981082
BMT,4 Avenue,DeKalb Av,Stair,YES,FULL,40.68974,-73.981156
BMT,4 Avenue,DeKalb Av,Easement,YES,NONE,40.69154,-73.982565
BMT,4 Avenue,DeKalb Av,Stair,YES,NONE,40.691562,-73.982048
BMT,4 Avenue,Pacific St,Stair,YES,FULL,40.683905,-73.978879
BMT,4 Avenue,Pacific St,Stair,YES,FULL,40.683928,-73.978412
BMT,4 Avenue,Prospect Av,Stair,YES,FULL,40.665299,-73.992729
BMT,4 Avenue,Prospect Av,Stair,YES,FULL,40.665058,-73.993002
BMT,4 Avenue,Prospect Av,Stair,YES,NONE,40.665269,-73.993245
BMT,4 Avenue,Union St,Stair,YES,FULL,40.677001,-73.983133
BMT,4 Avenue,Union St,Stair,YES,FULL,40.677279,-73.983327
BMT,4 Avenue,Union St,Stair,YES,FULL,40.677171,-73.98302
BMT,4 Avenue,Union St,Stair,YES,NONE,40.677135,-73.983416
IRT,42nd St Shuttle,Grand Central,Easement,YES,NONE,40.75283,-73.978917
IRT,42nd St Shuttle,Grand Central,Easement,YES,NONE,40.752218,-73.978396
IRT,42nd St Shuttle,Grand Central,Easement,YES,NONE,40.752279,-73.97828
IRT,42nd St Shuttle,Grand Central,Easement,YES,NONE,40.752717,-73.978487
IRT,42nd St Shuttle,Grand Central,Escalator,YES,NONE,40.752184,-73.978048
IRT,42nd St Shuttle,Grand Central,Easement,NO,NONE,40.752846,-73.979798
IRT,42nd St Shuttle,Grand Central,Stair,NO,NONE,40.753087,-73.979537
IRT,42nd St Shuttle,Times Square,Stair,YES,NONE,40.756476,-73.986311
IND,6 Avenue,14th St,Stair,YES,FULL,40.737423,-73.99722
IND,6 Avenue,14th St,Stair,YES,FULL,40.737572,-73.997111
IND,6 Avenue,14th St,Stair,YES,FULL,40.737519,-73.99697
IND,6 Avenue,14th St,Stair,YES,FULL,40.73737,-73.997079
IND,6 Avenue,14th St,Stair,YES,NONE,40.738678,-73.995632
IND,6 Avenue,14th St,Stair,YES,NONE,40.738529,-73.995685
IND,6 Avenue,14th St,Stair,YES,NONE,40.738838,-73.996023
IND,6 Avenue,14th St,Stair,YES,NONE,40.738718,-73.996121
IND,6 Avenue,14th St,Stair,YES,NONE,40.737286,-73.996437
IND,6 Avenue,14th St,Stair,YES,NONE,40.737316,-73.996508
IND,6 Avenue,23rd St,Stair,YES,FULL,40.742659,-73.992489
IND,6 Avenue,23rd St,Stair,YES,FULL,40.742715,-73.992617
IND,6 Avenue,23rd St,Stair,YES,FULL,40.74288,-73.992506
IND,6 Avenue,23rd St,Stair,YES,FULL,40.742825,-73.992383
IND,6 Avenue,23rd St,Stair,YES,NONE,40.743121,-73.993099
IND,6 Avenue,23rd St,Stair,YES,NONE,40.743066,-73.992971
IND,6 Avenue,23rd St,Stair,YES,NONE,40.742977,-73.993188
IND,6 Avenue,23rd St,Stair,YES,NONE,40.742922,-73.993066
IND,6 Avenue,2nd Av,Stair,YES,FULL,40.722807,-73.988942
IND,6 Avenue,2nd Av,Stair,YES,FULL,40.7232,-73.988863
IND,6 Avenue,2nd Av,Stair,YES,NONE,40.72395,-73.991298
IND,6 Avenue,2nd Av,Stair,YES,NONE,40.723665,-73.991651
IND,6 Avenue,34th St,Elevator,YES,FULL,40.749615,-73.988159
IND,6 Avenue,34th St,Stair,YES,FULL,40.749845,-73.988254
IND,6 Avenue,34th St,Stair,YES,FULL,40.750088,-73.988142
IND,6 Avenue,34th St,Stair,YES,NONE,40.750674,-73.988031
IND,6 Avenue,34th St,Stair,YES,NONE,40.750271,-73.987066
IND,6 Avenue,34th St,Stair,YES,NONE,40.75088,-73.988096
IND,6 Avenue,34th St,Stair,YES,NONE,40.750647,-73.987346
IND,6 Avenue,34th St,Stair,YES,NONE,40.750404,-73.986989
IND,6 Avenue,34th St,Easement,YES,PART,40.74895,-73.988623
IND,6 Avenue,34th St,Easement,YES,PART,40.748746,-73.988774
IND,6 Avenue,42nd St,Easement,YES,FULL,40.754849,-73.984627
IND,6 Avenue,42nd St,Stair,YES,FULL,40.754609,-73.983894
IND,6 Avenue,42nd St,Easement,YES,NONE,40.753709,-73.985084
IND,6 Avenue,42nd St,Stair,YES,NONE,40.755333,-73.983934
IND,6 Avenue,42nd St,Stair,YES,NONE,40.755008,-73.984249
IND,6 Avenue,42nd St,Stair,YES,NONE,40.754832,-73.983657
IND,6 Avenue,42nd St,Stair,YES,NONE,40.753473,-73.985259
IND,6 Avenue,42nd St,Stair,YES,NONE,40.753408,-73.984892
IND,6 Avenue,42nd St,Stair,YES,NONE,40.753546,-73.984779
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,FULL,40.759434,-73.981001
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,FULL,40.759896,-73.980706
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,FULL,40.760502,-73.980218
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,FULL,40.759953,-73.980117
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,FULL,40.760125,-73.980499
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,FULL,40.759301,-73.980594
IND,6 Avenue,47-50th Sts Rockefeller Center,Elevator,YES,FULL,40.759414,-73.981035
IND,6 Avenue,47-50th Sts Rockefeller Center,Stair,YES,FULL,40.758996,-73.980788
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,NONE,40.758623,-73.981566
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,NONE,40.758977,-73.981352
IND,6 Avenue,47-50th Sts Rockefeller Center,Easement,YES,NONE,40.759105,-73.981252
IND,6 Avenue,47-50th Sts Rockefeller Center,Stair,YES,NONE,40.757801,-73.981788
IND,6 Avenue,47-50th Sts Rockefeller Center,Stair,YES,NONE,40.758024,-73.982079
IND,6 Avenue,47-50th Sts Rockefeller Center,Stair,YES,NONE,40.757981,-73.98154
IND,6 Avenue,47-50th Sts Rockefeller Center,Stair,YES,NONE,40.757862,-73.981735
IND,6 Avenue,47-50th Sts Rockefeller Center,Stair,YES,NONE,40.758486,-73.981158
IND,6 Avenue,47-50th Sts Rockefeller Center,Stair,YES,NONE,40.758615,-73.981095
IND,6 Avenue,4th Av,Door,YES,FULL,40.669953,-73.989442
IND,6 Avenue,4th Av,Door,YES,FULL,40.67001,-73.989248
IND,6 Avenue,57th St,Stair,YES,FULL,40.763874,-73.977358
IND,6 Avenue,57th St,Stair,YES,FULL,40.764227,-73.97743
IND,6 Avenue,57th St,Stair,YES,FULL,40.763998,-73.977264
IND,6 Avenue,57th St,Stair,YES,FULL,40.764652,-73.977119
IND,6 Avenue,57th St,Stair,YES,FULL,40.764564,-73.97683
IND,6 Avenue,57th St,Stair,YES,FULL,40.763482,-73.977974
IND,6 Avenue,57th St,Stair,YES,FULL,40.763392,-73.977674
IND,6 Avenue,57th St,Stair,YES,FULL,40.763831,-73.977718
IND,6 Avenue,7th Av,Stair,NO,FULL,40.665835,-73.979007
IND,6 Avenue,7th Av,Stair,NO,FULL,40.665494,-73.979278
IND,6 Avenue,7th Av,Stair,NO,FULL,40.665593,-73.979509
IND,6 Avenue,7th Av,Stair,NO,FULL,40.665993,-73.979181
IND,6 Avenue,7th Av,Stair,NO,FULL,40.666649,-73.981624
IND,6 Avenue,7th Av,Stair,NO,FULL,40.667004,-73.981331
IND,6 Avenue,7th Av,Stair,NO,FULL,40.666751,-73.981851
IND,6 Avenue,7th Av,Stair,NO,FULL,40.667112,-73.981716
IND,6 Avenue,Bergen St,Stair,YES,FULL,40.686584,-73.990362
IND,6 Avenue,Bergen St,Stair,YES,FULL,40.686727,-73.990269
IND,6 Avenue,Bergen St,Stair,YES,NONE,40.686708,-73.990629
IND,6 Avenue,Bergen St,Stair,YES,NONE,40.686868,-73.990526
IND,6 Avenue,Bergen St,Stair,NO,NONE,40.685579,-73.991465
IND,6 Avenue,Bergen St,Stair,YES,NONE,40.685445,-73.991131
IND,6 Avenue,Broadway-Lafayette St,Stair,YES,FULL,40.725202,-73.996583
IND,6 Avenue,Broadway-Lafayette St,Stair,YES,FULL,40.725499,-73.996387
IND,6 Avenue,Broadway-Lafayette St,Stair,YES,NONE,40.725344,-73.995612
IND,6 Avenue,Broadway-Lafayette St,Stair,NO,NONE,40.724987,-73.995628
IND,6 Avenue,Broadway-Lafayette St,Stair,NO,NONE,40.725011,-73.995745
IND,6 Avenue,Carroll St,Stair,YES,FULL,40.679299,-73.995698
IND,6 Avenue,Carroll St,Stair,YES,FULL,40.679344,-73.995288
IND,6 Avenue,Carroll St,Stair,YES,NONE,40.680806,-73.99435
IND,6 Avenue,Carroll St,Stair,YES,NONE,40.680944,-73.994247
IND,6 Avenue,Carroll St,Stair,YES,NONE,40.681115,-73.994434
IND,6 Avenue,Church Av,Stair,YES,FULL,40.642571,-73.979579
IND,6 Avenue,Church Av,Stair,YES,FULL,40.642692,-73.97926
IND,6 Avenue,Church Av,Stair,YES,FULL,40.643147,-73.979342
IND,6 Avenue,Church Av,Stair,YES,FULL,40.643006,-73.97966
IND,6 Avenue,Church Av,Stair,YES,NONE,40.645042,-73.979573
IND,6 Avenue,Church Av,Stair,YES,NONE,40.644908,-73.980019
IND,6 Avenue,Delancey St,Stair,YES,FULL,40.718781,-73.988233
IND,6 Avenue,Delancey St,Stair,YES,FULL,40.718778,-73.987961
IND,6 Avenue,Delancey St,Stair,YES,NONE,40.718372,-73.988445
IND,6 Avenue,Delancey St,Stair,YES,NONE,40.718207,-73.988273
IND,6 Avenue,East Broadway,Stair,YES,FULL,40.712727,-73.990126
IND,6 Avenue,East Broadway,Stair,YES,NONE,40.713906,-73.990014
IND,6 Avenue,East Broadway,Stair,YES,NONE,40.714194,-73.990352
IND,6 Avenue,East Broadway,Stair,YES,NONE,40.714404,-73.989918
IND,6 Avenue,Fort Hamilton Parkway,Stair,YES,FULL,40.651834,-73.976076
IND,6 Avenue,Fort Hamilton Parkway,Stair,YES,FULL,40.651608,-73.975596
IND,6 Avenue,Fort Hamilton Parkway,Stair,YES,FULL,40.652665,-73.975901
IND,6 Avenue,Fort Hamilton Parkway,Door,YES,NONE,40.649854,-73.975815
IND,6 Avenue,Grand St,Stair,YES,FULL,40.718155,-73.993452
IND,6 Avenue,Grand St,Stair,YES,FULL,40.718191,-73.993577
IND,6 Avenue,Grand St,Stair,YES,FULL,40.718265,-73.993877
IND,6 Avenue,Prospect Park-15 St,Stair,YES,FULL,40.659436,-73.979951
IND,6 Avenue,Prospect Park-15 St,Stair,YES,FULL,40.660198,-73.979787
IND,6 Avenue,Prospect Park-15 St,Stair,YES,NONE,40.660705,-73.979522
IND,6 Avenue,Prospect Park-15 St,Stair,YES,NONE,40.660763,-73.978992
IND,6 Avenue,Prospect Park-15 St,Stair,YES,NONE,40.661287,-73.979395
IND,6 Avenue,Prospect Park-15 St,Stair,YES,NONE,40.6614,-73.979762
IND,6 Avenue,Smith-9th St,Door,YES,FULL,40.674725,-73.997505
IND,6 Avenue,York St,Stair,YES,FULL,40.70138,-73.986655
IND,63rd Street,21st St,Elevator,YES,FULL,40.754322,-73.942374
IND,63rd Street,21st St,Escalator,YES,FULL,40.754131,-73.942491
IND,63rd Street,21st St,Escalator,YES,FULL,40.754195,-73.942521
IND,63rd Street,21st St,Stair,YES,FULL,40.754069,-73.942132
IND,63rd Street,21st St,Stair,YES,FULL,40.754255,-73.941935
IND,63rd Street,Lexington Av,Elevator,YES,FULL,40.764884,-73.966514
IND,63rd Street,Lexington Av,Escalator,YES,FULL,40.764874,-73.966431
IND,63rd Street,Lexington Av,Escalator,YES,FULL,40.764881,-73.966411
IND,63rd Street,Lexington Av,Stair,YES,FULL,40.764721,-73.966552
IND,63rd Street,Lexington Av,Stair,YES,FULL,40.764866,-73.966422
IND,63rd Street,Roosevelt Island,Door,YES,FULL,40.759016,-73.953505
IND,8 Avenue,103rd St,Stair,YES,FULL,40.796263,-73.96161
IND,8 Avenue,116th St,Stair,YES,FULL,40.804312,-73.955643
IND,8 Avenue,116th St,Stair,YES,FULL,40.804639,-73.955559
IND,8 Avenue,116th St,Stair,YES,NONE,40.804428,-73.955024
IND,8 Avenue,116th St,Stair,YES,NONE,40.804172,-73.955131
IND,8 Avenue,125th St,Stair,YES,FULL,40.810879,-73.952318
IND,8 Avenue,125th St,Stair,YES,FULL,40.810526,-73.952583
IND,8 Avenue,125th St,Stair,YES,FULL,40.811007,-73.952615
IND,8 Avenue,125th St,Stair,YES,FULL,40.810636,-73.952886
IND,8 Avenue,125th St,Stair,YES,NONE,40.811858,-73.951351
IND,8 Avenue,125th St,Stair,YES,NONE,40.81199,-73.951745
IND,8 Avenue,135th St,Stair,YES,FULL,40.817125,-73.948225
IND,8 Avenue,135th St,Stair,YES,NONE,40.818558,-73.947543
IND,8 Avenue,135th St,Stair,YES,NONE,40.817188,-73.947665
IND,8 Avenue,135th St,Stair,YES,NONE,40.816892,-73.947818
IND,8 Avenue,135th St,Stair,YES,NONE,40.816867,-73.947953
IND,8 Avenue,135th St,Stair,NO,NONE,40.818354,-73.947213
IND,8 Avenue,145th St,Stair,YES,FULL,40.823791,-73.944726
IND,8 Avenue,145th St,Stair,YES,FULL,40.823915,-73.945027
IND,8 Avenue,145th St,Stair,YES,FULL,40.824244,-73.944931
IND,8 Avenue,145th St,Stair,YES,FULL,40.824028,-73.944409
IND,8 Avenue,145th St,Stair,YES,NONE,40.825622,-73.943796
IND,8 Avenue,145th St,Stair,YES,NONE,40.825581,-73.943444
IND,8 Avenue,14th St,Easement,YES,FULL,40.740938,-74.001919
IND,8 Avenue,14th St,Stair,YES,FULL,40.741235,-74.001715
IND,8 Avenue,14th St,Stair,YES,FULL,40.740944,-74.001402
IND,8 Avenue,14th St,Stair,YES,FULL,40.741046,-74.001284
IND,8 Avenue,14th St,Stair,YES,FULL,40.739949,-74.002655
IND,8 Avenue,14th St,Stair,NO,NONE,40.74041,-74.00175
IND,8 Avenue,14th St,Stair,NO,NONE,40.740598,-74.002185
IND,8 Avenue,14th St,Stair,NO,NONE,40.739776,-74.002256
IND,8 Avenue,155th St,Stair,YES,FULL,40.830744,-73.941597
IND,8 Avenue,155th St,Stair,YES,FULL,40.830854,-73.941638
IND,8 Avenue,155th St,Stair,YES,FULL,40.831106,-73.94155
IND,8 Avenue,155th St,Stair,YES,FULL,40.831139,-73.941447
IND,8 Avenue,155th St,Stair,YES,FULL,40.831031,-73.941149
IND,8 Avenue,155th St,Stair,YES,FULL,40.830921,-73.9411
IND,8 Avenue,163rd St - Amsterdam Av,Stair,YES,FULL,40.835192,-73.940146
IND,8 Avenue,163rd St - Amsterdam Av,Stair,YES,FULL,40.835278,-73.939625
IND,8 Avenue,163rd St - Amsterdam Av,Stair,YES,FULL,40.835936,-73.940137
IND,8 Avenue,168th St - Washington Heights,Stair,YES,FULL,40.840741,-73.939252
IND,8 Avenue,168th St - Washington Heights,Stair,YES,NONE,40.84186,-73.939569
IND,8 Avenue,168th St - Washington Heights,Stair,YES,NONE,40.841928,-73.939455
IND,8 Avenue,168th St - Washington Heights,Stair,YES,NONE,40.84176,-73.939067
IND,8 Avenue,175th St,Elevator,YES,FULL,40.847946,-73.939375
IND,8 Avenue,175th St,Stair,YES,FULL,40.847809,-73.939807
IND,8 Avenue,175th St,Stair,YES,FULL,40.847944,-73.939679
IND,8 Avenue,175th St,Stair,YES,FULL,40.847859,-73.939303
IND,8 Avenue,175th St,Stair,YES,FULL,40.847992,-73.939564
IND,8 Avenue,175th St,Stair,YES,NONE,40.846352,-73.940287
IND,8 Avenue,175th St,Stair,YES,NONE,40.846407,-73.939861
IND,8 Avenue,181st St,Door,YES,FULL,40.852759,-73.936636
IND,8 Avenue,181st St,Stair,YES,FULL,40.850752,-73.93813
IND,8 Avenue,181st St,Stair,YES,NONE,40.850778,-73.938472
IND,8 Avenue,181st St,Stair,YES,NONE,40.850717,-73.938214
IND,8 Avenue,181st St,Stair,YES,NONE,40.85087,-73.938537
IND,8 Avenue,190th St,Door,YES,FULL,40.858899,-73.932702
IND,8 Avenue,190th St,Stair,YES,FULL,40.858886,-73.934226
IND,8 Avenue,23rd St,Stair,YES,FULL,40.745102,-73.998365
IND,8 Avenue,23rd St,Stair,YES,FULL,40.745299,-73.998145
IND,8 Avenue,23rd St,Stair,YES,NONE,40.746732,-73.997711
IND,8 Avenue,23rd St,Stair,YES,NONE,40.746603,-73.997801
IND,8 Avenue,23rd St,Stair,YES,NONE,40.745278,-73.998771
IND,8 Avenue,23rd St,Stair,YES,NONE,40.745505,-73.998642
IND,8 Avenue,23rd St,Stair,YES,NONE,40.746535,-73.997271
IND,8 Avenue,23rd St,Stair,YES,NONE,40.746483,-73.997142
IND,8 Avenue,23rd St,Stair,NO,NONE,40.74611,-73.998145
IND,8 Avenue,23rd St,Stair,NO,NONE,40.745814,-73.997852
IND,8 Avenue,23rd St,Stair,YES,NONE,40.746427,-73.99735
IND,8 Avenue,34th St,Elevator,YES,FULL,40.751996,73.993327
IND,8 Avenue,34th St,Stair,YES,FULL,40.75202,-73.993352
IND,8 Avenue,34th St,Stair,YES,FULL,40.752161,-73.993109
IND,8 Avenue,34th St,Stair,YES,NONE,40.752689,-73.992742
IND,8 Avenue,34th St,Stair,YES,NONE,40.752796,-73.992669
IND,8 Avenue,34th St,Stair,YES,NONE,40.752766,-73.992596
IND,8 Avenue,34th St,Stair,YES,NONE,40.752877,-73.993244
IND,8 Avenue,34th St,Stair,YES,NONE,40.753053,-73.993256
IND,8 Avenue,34th St,Stair,YES,NONE,40.753032,-73.993188
IND,8 Avenue,34th St,Stair,YES,NONE,40.752178,-73.993701
IND,8 Avenue,34th St,Stair,YES,NONE,40.752427,-73.993679
IND,8 Avenue,34th St,Stair,YES,PART,40.751291,-73.993887
IND,8 Avenue,34th St,Stair,YES,PART,40.751432,-73.993538
IND,8 Avenue,34th St,Stair,YES,PART,40.751677,-73.994107
IND,8 Avenue,34th St,Stair,YES,PART,40.751561,-73.994243
IND,8 Avenue,34th St,Stair,YES,PART,40.751539,-73.994181
IND,8 Avenue,42nd St,Easement,YES,FULL,40.757286,-73.989582
IND,8 Avenue,42nd St,Easement,YES,FULL,40.755989,-73.991049
IND,8 Avenue,42nd St,Stair,YES,FULL,40.755801,-73.990576
IND,8 Avenue,42nd St,Stair,YES,FULL,40.756101,-73.990887
IND,8 Avenue,42nd St,Stair,YES,NONE,40.758567,-73.989053
IND,8 Avenue,42nd St,Stair,YES,NONE,40.758401,-73.988673
IND,8 Avenue,42nd St,Stair,YES,NONE,40.758685,-73.98899
IND,8 Avenue,42nd St,Stair,NO,NONE,40.757929,-73.989547
IND,8 Avenue,42nd St,Stair,NO,NONE,40.757463,-73.989984
IND,8 Avenue,50th St,Easement,YES,FULL,40.761968,-73.986662
IND,8 Avenue,50th St,Easement,YES,FULL,40.762312,-73.986378
IND,8 Avenue,50th St,Easement,YES,FULL,40.762452,-73.986299
IND,8 Avenue,50th St,Elevator,YES,FULL,40.761968,-73.986662
IND,8 Avenue,50th St,Escalator,YES,FULL,40.762312,-73.986378
IND,8 Avenue,50th St,Stair,YES,FULL,40.761741,-73.986924
IND,8 Avenue,50th St,Stair,YES,FULL,40.761691,-73.986805
IND,8 Avenue,50th St,Stair,YES,NONE,40.762085,-73.985829
IND,8 Avenue,50th St,Stair,YES,NONE,40.762216,-73.985757
IND,8 Avenue,50th St,Stair,NO,NONE,40.7629,-73.985412
IND,8 Avenue,59th St,Easement,YES,FULL,40.766944,-73.982941
IND,8 Avenue,59th St,Easement,YES,FULL,40.766488,-73.982708
IND,8 Avenue,59th St,Elevator,YES,FULL,40.767667,-73.982408
IND,8 Avenue,59th St,Escalator,YES,FULL,40.767677,-73.982526
IND,8 Avenue,59th St,Escalator,YES,FULL,40.767659,-73.982542
IND,8 Avenue,59th St,Stair,YES,FULL,40.766725,-73.982563
IND,8 Avenue,59th St,Stair,YES,FULL,40.767643,-73.982563
IND,8 Avenue,59th St,Stair,YES,FULL,40.766745,-73.983408
IND,8 Avenue,59th St,Stair,YES,FULL,40.766416,-73.983301
IND,8 Avenue,59th St,Stair,YES,FULL,40.767367,-73.982137
IND,8 Avenue,59th St,Stair,NO,NONE,40.768649,-73.981184
IND,8 Avenue,59th St,Stair,YES,PART,40.768719,-73.981788
IND,8 Avenue,72nd St,Stair,YES,FULL,40.776217,-73.976247
IND,8 Avenue,72nd St,Stair,YES,FULL,40.776431,-73.975977
IND,8 Avenue,72nd St,Stair,YES,NONE,40.77494,-73.977144
IND,8 Avenue,81st St - Museum of Natural History,Stair,YES,FULL,40.781976,-73.972027
IND,8 Avenue,81st St - Museum of Natural History,Stair,YES,FULL,40.782254,-73.971741
IND,8 Avenue,81st St - Museum of Natural History,Door,YES,NONE,40.780895,-73.972918
IND,8 Avenue,81st St - Museum of Natural History,Stair,YES,NONE,40.780319,-73.973179
IND,8 Avenue,86th St,Stair,YES,FULL,40.785195,-73.969596
IND,8 Avenue,86th St,Stair,YES,FULL,40.785282,-73.969662
IND,8 Avenue,86th St,Stair,YES,FULL,40.78548,-73.969458
IND,8 Avenue,86th St,Stair,YES,NONE,40.786769,-73.968448
IND,8 Avenue,86th St,Stair,NO,NONE,40.786115,-73.969011
IND,8 Avenue,96th St,Stair,YES,FULL,40.791642,-73.965009
IND,8 Avenue,96th St,Stair,YES,NONE,40.792285,-73.964423
IND,8 Avenue,96th St,Stair,YES,NONE,40.792591,-73.964316
IND,8 Avenue,Broadway-Nassau,Easement,YES,FULL,40.710692,-74.008428
IND,8 Avenue,Broadway-Nassau,Easement,YES,FULL,40.710555,-74.008632
IND,8 Avenue,Canal St,Stair,YES,FULL,40.720704,-74.004999
IND,8 Avenue,Canal St,Stair,YES,FULL,40.720758,-74.005399
IND,8 Avenue,Canal St,Stair,YES,FULL,40.721651,-74.005634
IND,8 Avenue,Canal St,Stair,YES,FULL,40.721967,-74.005133
IND,8 Avenue,Canal St,Stair,YES,NONE,40.71987,-74.005038
IND,8 Avenue,Cathedral Parkway-110th St,Stair,YES,FULL,40.800002,-73.958882
IND,8 Avenue,Cathedral Parkway-110th St,Stair,YES,FULL,40.800002,-73.958448
IND,8 Avenue,Cathedral Parkway-110th St,Stair,YES,NONE,40.800866,-73.958405
IND,8 Avenue,Chambers St,Stair,YES,FULL,40.713753,-74.009046
IND,8 Avenue,Chambers St,Stair,YES,NONE,40.714873,-74.008162
IND,8 Avenue,Chambers St,Stair,YES,NONE,40.714777,-74.007903
IND,8 Avenue,Chambers St,Stair,YES,NONE,40.715099,-74.007989
IND,8 Avenue,Chambers St,Stair,YES,NONE,40.714992,-74.007739
IND,8 Avenue,Chambers St,Stair,YES,NONE,40.713949,-74.00896
IND,8 Avenue,Chambers St,Stair,YES,NONE,40.714313,-74.008584
IND,8 Avenue,Chambers St,Stair,YES,NONE,40.714539,-74.008428
IND,8 Avenue,Chambers St,Stair,NO,NONE,40.7142,-74.008357
IND,8 Avenue,Dyckman St-200th St,Easement,YES,FULL,40.865758,-73.927266
IND,8 Avenue,Dyckman St-200th St,Easement,YES,FULL,40.865744,-73.927172
IND,8 Avenue,Dyckman St-200th St,Stair,YES,FULL,40.865362,-73.928059
IND,8 Avenue,Dyckman St-200th St,Stair,NO,NONE,40.865296,-73.927411
IND,8 Avenue,Dyckman St-200th St,Stair,NO,NONE,40.865248,-73.927279
IND,8 Avenue,Dyckman St-200th St,Stair,NO,NONE,40.865342,-73.926964
IND,8 Avenue,Dyckman St-200th St,Stair,NO,NONE,40.865446,-73.927035
IND,8 Avenue,High St,Stair,YES,FULL,40.699405,-73.991413
IND,8 Avenue,High St,Stair,YES,NONE,40.699112,-73.98892
IND,8 Avenue,High St,Stair,YES,NONE,40.699212,-73.988274
IND,8 Avenue,Inwood - 207th St,Elevator,YES,FULL,40.867892,-73.921234
IND,8 Avenue,Inwood - 207th St,Stair,YES,FULL,40.867799,-73.921431
IND,8 Avenue,Inwood - 207th St,Stair,YES,FULL,40.867512,-73.92133
IND,8 Avenue,Inwood - 207th St,Stair,YES,FULL,40.867653,-73.920949
IND,8 Avenue,Inwood - 207th St,Stair,YES,NONE,40.868284,-73.919607
IND,8 Avenue,Inwood - 207th St,Stair,YES,NONE,40.868036,-73.919284
IND,8 Avenue,Spring St,Stair,YES,FULL,40.725583,-74.003747
IND,8 Avenue,Spring St,Stair,YES,NONE,40.725595,-74.004326
IND,8 Avenue,Spring St,Stair,NO,NONE,40.726208,-74.00399
IND,8 Avenue,West 4th St,Elevator,YES,FULL,40.731086,-74.001209
IND,8 Avenue,West 4th St,Stair,YES,FULL,40.731133,-74.001534
